"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"3815","STM4088","SL1344_4037",1.99e-49,188,1.97e-49,188
"3816","STM4089","SL1344_4038",2e-108,385,1.98e-108,385
"3817","STM4090","SL1344_4039",0,629,0,629
"3818","STM4091","SL1344_4040",0,1017,0,1017
"3819","STM4092","SL1344_4041",2.4e-121,429,2.38e-121,429
"3820","STM4094","SL1344_4043",0,800,0,800
"3821","STM4095","SL1344_4044",0,1611,0,1611
"3822","STM4096","SL1344_4045",1.42e-47,182,1.41e-47,182
"3823","STM4097","SL1344_4046",4.02e-156,544,3.98e-156,544
"3824","STM4098","SL1344_4047",0,1406,0,1406
"3825","STM4099","SL1344_4048",4.29e-69,254,4.25e-69,254
"3826","STM4100","SL1344_4049",0,877,0,877
"3827","STM4101","SL1344_4050",0,1947,0,1947
"3828","STM4102","SL1344_4051",1.93e-163,569,1.57e-163,569
"3829","STM4103","SL1344_4053",0,902,0,902
"3830","STM4104","SL1344_4054",0,1237,0,1237
"3831","STM4105","SL1344_4055",0,744,0,744
"3832","STM4106","SL1344_4056",0,1660,0,1660
"3833","STM4107","SL1344_4057",1.44e-144,506,1.43e-144,506
"3834","STM4108","SL1344_4058",0,865,0,865
"3835","STM4109","SL1344_4059",2.31e-137,482,2.29e-137,482
"3836","STM4110","SL1344_4060",0,1635,0,1635
"3837","STM4112","SL1344_4061",0,845,0,845
"3838","STM4113","SL1344_4062",1.22e-73,269,1.21e-73,269
"3839","STM4114","SL1344_4063",0,1806,0,1806
"3840","STM4115","SL1344_4064",0,702,0,702
"3841","STM4116","SL1344_4065",2.9e-82,298,2.87e-82,298
"3842","STM4117","SL1344_4066",0,683,0,683
"3843","STM4118","SL1344_4068",0,1305,0,1305
"3844","STM4119","SL1344_4069",0,2021,0,2021
"3845","STM4120","SL1344_4070",0,914,0,914
"3846","STM4121","SL1344_4071",0,798,0,798
"3847","STM4122","SL1344_4072",2.36e-179,622,2.34e-179,622
"3848","STM4123","SL1344_4073",0,1117,0,1117
"3849","STM4125","SL1344_4074",0,744,0,744
"3850","STM4126","SL1344_4075",0,1062,0,1062
"3851","STM4127","SL1344_4076",1.71e-138,388,1.69e-138,388
"3852","STM4128","SL1344_4077",7.2e-81,293,7.13e-81,293
"3853","STM4129","SL1344_4078",0,871,0,871
"3854","STM4130","SL1344_4079",0,1466,0,1469
"3855","STM4131","SL1344_4080",0,685,0,685
"3856","STM4137","SL1344_4081",0,831,0,831
"3857","STM4138","SL1344_4082",0,755,0,755
"3858","STM4139","SL1344_4083",0,748,0,748
"3859","STM4141","SL1344_4084",2.47e-35,140,2.45e-35,140
"3860","STM4147","SL1344_4086",1.89e-91,329,1.87e-91,329
"3861","STM4148","SL1344_4087",6.99e-122,430,6.93e-122,430
"3862","STM4149","SL1344_4088",6.53e-101,360,6.47e-101,360
"3863","STM4150","SL1344_4089",6.47e-141,423,6.41e-141,423
"3864","STM4151","SL1344_4090",2.08e-116,412,2.06e-116,412
"3865","STM4152","SL1344_4091",6.71e-58,153,6.65e-58,153
"3866","STM4153","SL1344_4092",0,3132,0,3132
"3867","STM4154","SL1344_4093",0,2637,0,2637
"3868","STM4155","SL1344_4094",1.34e-66,246,1.33e-66,246
"3869","STM4156","SL1344_4095",1.18e-79,289,1.17e-79,289
"3870","STM4157","SL1344_4096",0,824,0,824
"3871","STM4158","SL1344_4097",1.2e-40,158,1.19e-40,158
"3872","STM4159","SL1344_4098",0,922,0,922
"3873","STM4160","SL1344_4099",5.6e-170,591,5.55e-170,591
"3874","STM4161","SL1344_4100",3.44e-40,157,3.41e-40,157
"3875","STM4162","SL1344_4101",4.35e-167,581,4.31e-167,581
"3876","STM4163","SL1344_4102",3.41e-135,443,3.38e-135,443
"3877","STM4164","SL1344_4103",0,1527,0,1527
"3878","STM4165","SL1344_4104",1.36e-115,409,1.34e-115,409
"3879","STM4166","SL1344_4105",2.17e-178,619,2.15e-178,619
"3880","STM4167","SL1344_4106",0,856,0,856
"3881","STM4168","SL1344_4107",3.49e-158,551,3.45e-158,551
"3882","STM4169","SL1344_4108",1.58e-134,473,1.56e-134,473
"3883","STM4170","SL1344_4109",9.62e-54,203,9.52e-54,203
"3884","STM4171","SL1344_4110",1.92e-162,566,1.9e-162,566
"3885","STM4172","SL1344_4111",1.05e-83,298,1.04e-83,298
"3886","STM4173","SL1344_4112",0,588,0,588
"3887","STM4174","SL1344_4113",0,1024,0,1024
"3888","STM4175","SL1344_4114",0,1019,0,1019
"3889","STM4176","SL1344_4115",0,1254,0,1254
"3890","STM4181","SL1344_4116",1.89e-97,349,1.87e-97,349
"3891","STM4182","SL1344_4117",0,761,0,761
"3892","STM4183","SL1344_4118",0,1252,0,1252
"3893","STM4184","SL1344_4119",0,1040,0,1040
"3894","STM4185","SL1344_4120",0,1420,0,1420
"3895","STM4186","SL1344_4121",9.07e-90,323,9.81e-90,323
"3896","STM4187","SL1344_4122",0,654,0,654
"3897","STM4188","SL1344_4123",0,2829,0,2829
"3898","STM4189","SL1344_4124",0,824,0,824
"3899","STM4190","SL1344_4125",3.33e-157,548,3.29e-157,548
"3900","STM4191","SL1344_4126",3.41e-19,85.8,3.38e-19,85.8
"3901","STM4192","SL1344_4127",6.66e-104,371,6.59e-104,371
"3902","STM4193","SL1344_4128",0,686,0,686
"3903","STM4194","SL1344_4129",2.3e-60,225,2.28e-60,225
"3904","STM4195","SL1344_4130",0,800,0,800
"3905","STM4196","SL1344_4131",5.28e-174,604,5.23e-174,604
"3906","STM4197","SL1344_4132",6.74e-64,237,6.68e-64,237
"3907","STM4198","SL1344_4133",3.76e-109,388,3.72e-109,388
"3908","STM4199","SL1344_4134",2.62e-140,492,2.6e-140,492
"3909","STM4201","SL1344_4136",1.6e-141,496,1.58e-141,496
"3910","STM4202","SL1344_4137",0,854,0,854
"3911","STM4203","SL1344_4138",2.37e-83,302,2.34e-83,302
"3912","STM4204","SL1344_4139",0,1202,0,1202
"3913","STM4205","SL1344_4140",0,748,0,748
"3914","STM4206","SL1344_4141",1.72e-71,262,1.46e-71,262
"3915","STM4207","SL1344_4142",1.06e-164,528,1.05e-164,528
"3916","STM4208","SL1344_4143",0,811,0,811
"3917","STM4209","SL1344_4144",4.09e-45,173,4.05e-45,173
"3918","STM4210","SL1344_4145",0,708,0,708
"3919","STM4211","SL1344_4146",0,1703,0,1703
"3920","STM4212","SL1344_4148",3.86e-123,434,3.82e-123,434
"3921","STM4213","SL1344_4149",0,1136,0,1136
"3922","STM4214","SL1344_4150",7.98e-43,166,7.9e-43,166
"3923","STM4215","SL1344_4151",1.71e-103,369,1.7e-103,369
"3924","STM4216","SL1344_4152",3.66e-71,261,3.63e-71,261
"3925","STM4217","SL1344_4153",1.19e-134,473,1.17e-134,473
"3926","STM4218","SL1344_4154",1.56e-66,245,1.55e-66,245
"3927","STM4219","SL1344_4155",4.65e-47,180,1.09e-46,180
"3928","STM4220","SL1344_4156",0,812,0,812
"3929","STM4221","SL1344_4157",0,1321,0,1321
"3930","STM4222","SL1344_4158",7.41e-19,75.8,7.11e-19,75.8
"3931","STM4223","SL1344_4159",7.68e-152,530,7.6e-152,530
"3932","STM4224","SL1344_4160",6.24e-156,544,6.18e-156,544
"3933","STM4225","SL1344_4161",0,1712,0,1712
"3934","STM4226","SL1344_4162",1.36e-90,326,1.35e-90,326
"3935","STM4227","SL1344_4163",0,709,0,709
"3936","STM4228","SL1344_4164",0,1057,0,1057
"3937","STM4229","SL1344_4166",0,961,0,961
"3938","STM4230","SL1344_4167",0,896,0,896
"3939","STM4231","SL1344_4168",0,1121,0,1121
"3940","STM4232","SL1344_4169",0,680,0,680
"3941","STM4233","SL1344_4170",1.19e-117,416,1.18e-117,416
"3942","STM4234","SL1344_4171",4.74e-153,522,4.69e-153,522
"3943","STM4235","SL1344_4172",0,1896,0,1896
"3944","STM4236","SL1344_4173",8.64e-87,313,8.55e-87,313
"3945","STM4237","SL1344_4174",1.2e-142,500,1.19e-142,500
"3946","STM4238","SL1344_4175",0,1003,0,1003
"3947","STM4240","SL1344_4176",1.9e-47,181,1.88e-47,181
"3948","STM4241","SL1344_4177",7.71e-120,423,7.63e-120,423
"3949","STM4242","SL1344_4178",0,1038,0,1038
"3950","STM4243","SL1344_4179",0,802,0,802
"3951","STM4244","SL1344_4180",6.68e-38,124,4.01e-38,124
"3952","STM4245","SL1344_4181",0,784,0,784
"3953","STM4246","SL1344_4182",0,1096,0,1096
"3954","STM4247","SL1344_4183",0,870,0,870
"3955","STM4248","SL1344_4184",0,943,0,943
"3956","STM4249","SL1344_4185",6.54e-165,574,6.48e-165,574
"3957","STM4250","SL1344_4186",8.05e-92,330,7.98e-92,330
"3958","STM4251","SL1344_4187",2.53e-80,292,2.51e-80,292
"3959","STM4252","SL1344_4188",1.69e-72,265,1.67e-72,265
"3960","STM4253","SL1344_4189",9.83e-105,373,9.74e-105,373
"3961","STM4254","SL1344_4190",0,2100,0,2100
"3962","STM4255","SL1344_4191",1.64e-22,96.8,1.62e-22,96.8
"3963","STM4256","SL1344_4192",4.05e-96,288,4.01e-96,288
"3964","STM4257","SL1344_4193",1.59e-133,469,1.57e-133,469
"3965","STM4258","SL1344_4194",0,1100,0,1100
"3966","STM4259","SL1344_4195",0,1012,0,1012
"3967","STM4260","SL1344_4196",0,884,0,884
"3968","STM4261","SL1344_4197",0,7109,0,7109
"3969","STM4262","SL1344_4198",0,884,0,884
"3970","STM4263","SL1344_4199",6.94e-65,240,6.87e-65,240
"3971","STM4264","SL1344_4200",0,1240,0,1240
"3972","STM4265","SL1344_4201",8.46e-73,266,8.38e-73,266
"3973","STM4266","SL1344_4202",4.11e-102,364,4.07e-102,364
"3974","STM4267","SL1344_4203",5.62e-156,544,5.56e-156,544
"3975","STM4268","SL1344_4204",0,995,0,995
"3976","STM4269","SL1344_4205",0,1308,0,1308
"3977","STM4270","SL1344_4206",0,700,0,700
"3978","STM4271","SL1344_4207",7.89e-96,343,7.82e-96,343
"3979","STM4272","SL1344_4208",8.46e-126,396,8.38e-126,396
"3980","STM4273","SL1344_4209",0,1192,0,1192
"3981","STM4274","SL1344_4210",8.78e-70,256,8.69e-70,256
"3982","STM4275","SL1344_4211",0,1605,0,1605
"3983","STM4276","SL1344_4212",1.3e-28,117,1.29e-28,117
"3984","STM4277","SL1344_4213",0,1118,0,1118
"3985","STM4278","SL1344_4214",2.28e-137,482,1.9e-137,482
"3986","STM4279","SL1344_4215",1.25e-161,563,1.24e-161,563
"3987","STM4280","SL1344_4216",0,610,0,610
"3988","STM4281","SL1344_4217",0,1086,0,1086
"3989","STM4282","SL1344_4218",2.15e-141,328,2.12e-141,328
"3990","STM4283","SL1344_4219",0,926,0,926
"3991","STM4284","SL1344_4220",6.26e-138,484,2.11e-138,485
"3992","STM4285","SL1344_4221",0,1698,0,1698
"3993","STM4286","SL1344_4223",0,697,0,697
"3994","STM4287","SL1344_4224",1.08e-97,350,9.81e-98,350
"3995","STM4288","SL1344_4225",7.41e-102,363,7.34e-102,363
"3996","STM4289","SL1344_4226",5.93e-76,277,5.87e-76,277
"3997","STM4290","SL1344_4227",0,1113,0,1113
"3998","STM4291","SL1344_4228",0,836,0,836
"3999","STM4292","SL1344_4229",1.05e-147,517,1.04e-147,517
"4000","STM4293","SL1344_4230",0,931,0,931
"4001","STM4294","SL1344_4231",0,958,0,958
"4002","STM4295","SL1344_4232",3.71e-177,615,3.68e-177,615
"4003","STM4296","SL1344_4233",0,1851,0,1851
"4004","STM4297","SL1344_4234",0,719,0,719
"4005","STM4298","SL1344_4235",0,1100,0,1100
"4006","STM4299","SL1344_4236",0,1132,0,1132
"4007","STM4300","SL1344_4237",0,1228,0,1228
"4008","STM4301","SL1344_4238",0,949,0,949
"4009","STM4302","SL1344_4239",1.11e-59,222,1.1e-59,222
"4010","STM4303","SL1344_4240",9.83e-166,577,9.73e-166,577
"4011","STM4304","SL1344_4241",0,1209,0,1209
"4012","STM4305","SL1344_4242",0,1907,0,1907
"4013","STM4306","SL1344_4243",9e-155,540,8.91e-155,540
"4014","STM4307","SL1344_4244",3.38e-147,315,3.35e-147,315
"4015","STM4308","SL1344_4245",3.98e-160,558,3.94e-160,558
"4016","STM4309","SL1344_4246",0,1168,0,1168
"4017","STM4310","SL1344_4247",0,741,0,741
"4018","STM4312","SL1344_4248",1.64e-60,225,1.63e-60,225
"4019","STM4313","SL1344_4249",8.84e-46,176,8.76e-46,176
"4020","STM4314","SL1344_4250",1.72e-59,222,1.7e-59,222
"4021","STM4315","SL1344_4251",1.33e-178,620,1.32e-178,620
"4022","STM4316","SL1344_4252",3.69e-46,177,3.66e-46,177
"4023","STM4317","SL1344_4253",1.75e-67,248,1.73e-67,248
"4024","STM4318","SL1344_4254",1.08e-120,426,1.07e-120,426
"4025","STM4319","SL1344_4255",2.46e-176,612,2.44e-176,612
"4026","STM4320","SL1344_4258",2.11e-71,262,2.09e-71,262
"4027","STM4322","SL1344_4259",3.14e-135,475,3.11e-135,475
"4028","STM4323","SL1344_4260",0,938,0,938
"4029","STM4324","SL1344_4261",9.41e-81,293,9.32e-81,293
"4030","STM4325","SL1344_4262",0,800,0,800
"4031","STM4326","SL1344_4263",0,1087,0,1087
"4032","STM4327","SL1344_4264",1.25e-101,363,1.24e-101,363
"4033","STM4328","SL1344_4265",0,986,0,986
"4034","STM4329","SL1344_4266",7.27e-65,240,7.2e-65,240
"4035","STM4330","SL1344_4267",0,1157,0,1157
"4036","STM4331","SL1344_4268",1.96e-84,305,1.94e-84,305
"4037","STM4332","SL1344_4269",0,671,0,671
"4038","STM4333","SL1344_4270",0,818,0,818
"4039","STM4334","SL1344_4271",6.3e-132,464,6.24e-132,464
"4040","STM4335","SL1344_4272",1.48e-36,144,1.46e-36,144
"4041","STM4336","SL1344_4273",2.46e-32,130,2.44e-32,130
"4042","STM4337","SL1344_4274",6.05e-135,474,5.99e-135,474
"4043","STM4338","SL1344_4275",5.03e-71,260,4.98e-71,260
"4044","STM4339","SL1344_4276",2.62e-122,432,2.61e-122,432
"4045","STM4340","SL1344_4277",2.78e-81,295,2.75e-81,295
"4046","STM4341","SL1344_4278",7.5e-92,330,7.42e-92,330
"4047","STM4342","SL1344_4279",3.03e-175,608,3.03e-175,608
"4048","STM4343","SL1344_4280",0,1306,0,1306
"4049","STM4344","SL1344_4281",0,777,0,777
"4050","STM4345","SL1344_4282",0,1145,0,1145
"4051","STM4346","SL1344_4283",1.03e-71,263,1.02e-71,263
"4052","STM4347","SL1344_4284",0,1514,0,1514
"4053","STM4348","SL1344_4285",0,739,0,739
"4054","STM4349","SL1344_4286",0,853,0,853
"4055","STM4350","SL1344_4287",1.96e-126,445,1.94e-126,445
"4056","STM4351","SL1344_4288",8.64e-168,583,8.56e-168,583
"4057","STM4355","SL1344_4289",0,921,0,921
"4058","STM4356","SL1344_4290",0,1055,0,1055
"4059","STM4357","SL1344_4291",3.83e-109,388,3.79e-109,388
"4060","STM4358","SL1344_4292",0,944,0,944
"4061","STM4359","SL1344_4293",0,741,0,741
"4062","STM4360","SL1344_4294",0,740,0,740
"4063","STM4361","SL1344_4295",5.73e-69,253,5.67e-69,253
"4064","STM4362","SL1344_4296",0,988,0,988
"4065","STM4363","SL1344_4297",0,661,0,661
"4066","STM4364","SL1344_4298",0,650,0,650
"4067","STM4366","SL1344_4299",0,1066,0,1066
"4068","STM4367","SL1344_4300",6.47e-97,347,6.41e-97,347
"4069","STM4368","SL1344_4301",0,1661,0,1661
"4070","STM4369","SL1344_4302",4.86e-169,588,4.86e-169,588
"4071","STM4370","SL1344_4303",9.82e-91,326,9.72e-91,326
"4072","STM4371","SL1344_4304",1.11e-139,490,2.52e-145,352
"4073","STM4372","SL1344_4305",0,828,0,828
"4074","STM4373","SL1344_4306",2.67e-157,397,2.65e-157,397
"4075","STM4374","SL1344_4307",1.43e-91,329,1.42e-91,329
"4076","STM4375","SL1344_4308",6.24e-130,457,6.17e-130,457
"4077","STM4376","SL1344_4309",0,755,0,755
"4078","STM4377","SL1344_4310",0,1304,0,1304
"4079","STM4378","SL1344_4311",3.22e-69,254,3.19e-69,254
"4080","STM4379","SL1344_4312",1.76e-45,176,1.52e-45,176
"4081","STM4380","SL1344_4313",6.38e-172,597,6.32e-172,597
"4082","STM4381","SL1344_4314",3.41e-172,598,3.38e-172,598
"4083","STM4382","SL1344_4315",0,866,0,866
"4084","STM4383","SL1344_4316",0,1074,0,1114
"4085","STM4384","SL1344_4317",3.18e-74,271,3.15e-74,271
"4086","STM4385","SL1344_4318",2.23e-106,379,2.21e-106,379
"4087","STM4386","SL1344_4319",1.64e-153,536,1.63e-153,536
"4088","STM4387","SL1344_4320",0,692,0,692
"4089","STM4388","SL1344_4321",1.21e-144,409,1.2e-144,409
"4090","STM4389","SL1344_4322",1.24e-64,239,1.23e-64,239
"4091","STM4390","SL1344_4323",2.89e-45,174,2.86e-45,174
"4092","STM4391","SL1344_4324",4.99e-87,314,4.94e-87,314
"4093","STM4392","SL1344_4325",9.5e-71,259,9.41e-71,259
"4094","STM4393","SL1344_4326",7.74e-47,179,7.67e-47,179
"4095","STM4394","SL1344_4327",6.44e-92,330,6.38e-92,330
"4096","STM4395","SL1344_4328",0,551,0,551
"4097","STM4396","SL1344_4329",2.45e-126,271,2.43e-126,271
"4098","STM4397","SL1344_4330",8.91e-142,497,8.82e-142,497
"4099","STM4398","SL1344_4331",0,1178,0,1178
"4100","STM4399","SL1344_4332",2.5e-154,539,2.47e-154,539
"4101","STM4400","SL1344_4333",0,747,0,747
"4102","STM4401","SL1344_4334",0,655,0,655
"4103","STM4402","SL1344_4335",1.74e-86,312,1.73e-86,312
"4104","STM4403","SL1344_4336",0,1521,0,1521
"4105","STM4404","SL1344_4337",6.78e-161,560,6.72e-161,560
"4106","STM4405","SL1344_4338",7.19e-126,444,7.12e-126,444
"4107","STM4406","SL1344_4339",7.13e-42,163,4.38e-42,163
"4108","STM4407","SL1344_4340",0,1035,0,1035
"4109","STM4408","SL1344_4341",4.51e-146,511,4.46e-146,511
"4110","STM4409","SL1344_4342",0,1344,0,1344
"4111","STM4410","SL1344_4343",0,2865,0,2865
"4112","STM4411","SL1344_4344",1.9e-81,295,1.88e-81,295
"4113","STM4412","SL1344_4345",0,906,0,906
"4114","STM4413","SL1344_4346",0,877,0,877
"4115","STM4414","SL1344_4347",2.4e-121,429,2.38e-121,429
"4116","STM4415","SL1344_4348",0,790,0,790
"4117","STM4416","SL1344_4349",0,1122,0,1122
"4118","STM4417","SL1344_4350",0,676,0,676
"4119","STM4418","SL1344_4351",0,1115,0,1115
"4120","STM4419","SL1344_4352",0,1183,0,1183
"4121","STM4420","SL1344_4353",0,669,0,669
"4122","STM4421","SL1344_4354",0,1188,0,1188
"4123","STM4422","SL1344_4354A",6.51e-67,247,6.45e-67,247
"4124","STM4423","SL1344_4355",0,663,0,663
"4125","STM4424","SL1344_4356",0,738,0,738
"4126","STM4425","SL1344_4357",0,619,0,619
"4127","STM4426","SL1344_4358",0,1103,0,1103
"4128","STM4427","SL1344_4359",0,674,0,674
"4129","STM4428","SL1344_4360",0,919,0,919
"4130","STM4430","SL1344_4361",0,1550,0,1550
"4131","STM4431","SL1344_4362",0,1507,0,1507
"4132","STM4433","SL1344_4363",0,775,0,775
"4133","STM4434","SL1344_4364",0,984,0,984
"4134","STM4435","SL1344_4365",0,659,0,659
"4135","STM4436","SL1344_4366",0,712,0,712
"4136","STM4437","SL1344_4367",9.01e-113,400,8.92e-113,400
"4137","STM4438","SL1344_4368",0,1017,0,1017
"4138","STM4439","SL1344_4369",2.22e-73,269,2.19e-73,269
"4139","STM4440","SL1344_4370",1.85e-77,282,1.83e-77,282
"4140","STM4441","SL1344_4371",2.57e-68,252,2.54e-68,252
"4141","STM4442","SL1344_4372",1.95e-68,252,1.93e-68,252
"4142","STM4443","SL1344_4373",1.35e-172,599,1.34e-172,599
"4143","STM4444","SL1344_4374",1.09e-148,520,1.08e-148,520
"4144","STM4445","SL1344_4375",0,884,0,884
"4145","STM4446","SL1344_4376",0,857,0,857
"4146","STM4447","SL1344_4377",4.93e-177,614,4.88e-177,614
"4147","STM4448","SL1344_4378",0,1498,0,1498
"4148","STM4449","SL1344_4379",3.92e-53,200,3.88e-53,200
"4149","STM4450","SL1344_4380",7.52e-62,230,7.44e-62,230
"4150","STM4451","SL1344_4381",4.18e-110,391,4.14e-110,391
"4151","STM4452","SL1344_4382",0,1517,0,1517
"4152","STM4453","SL1344_4384",0,1394,0,1394
"4153","STM4455","SL1344_4386",0,736,0,736
"4154","STM4456","SL1344_4387",0,1423,0,1423
"4155","STM4457","SL1344_4388",3.96e-98,351,3.93e-98,351
"4156","STM4458","SL1344_4389",2.05e-80,292,2.03e-80,292
"4157","STM4459","SL1344_4390",1.87e-104,372,1.85e-104,372
"4158","STM4460","SL1344_4391",0,734,0,734
"4159","STM4461","SL1344_4392",8.85e-19,84.5,8.76e-19,84.5
"4160","STM4463","SL1344_4393",6.19e-106,377,6.12e-106,377
"4161","STM4464","SL1344_4394",0,1157,0,1157
"4162","STM4465","SL1344_4395",0,796,0,796
"4163","STM4466","SL1344_4396",0,739,0,739
"4164","STM4467","SL1344_4397",0,956,0,956
"4165","STM4468","SL1344_4398",7.62e-102,363,7.54e-102,363
"4166","STM4469","SL1344_4399",0,774,0,774
"4167","STM4470","SL1344_4400",2.24e-76,279,2.22e-76,279
"4168","STM4471","SL1344_4401",0,647,0,647
"4169","STM4472","SL1344_4402",3.81e-108,385,3.77e-108,385
"4170","STM4473","SL1344_4403",1.65e-113,402,1.64e-113,402
"4171","STM4474","SL1344_4404",0,962,0,962
"4172","STM4475","SL1344_4405",0,2268,0,2268
"4173","STM4476","SL1344_4406",5.58e-101,361,4.93e-101,361
"4174","STM4477","SL1344_4407",0,1152,0,1152
"4175","STM4478","SL1344_4408",1.77e-23,100,1.75e-23,100
"4176","STM4479","SL1344_4409",0,821,0,821
"4177","STM4480","SL1344_4410",0,765,0,765
"4178","STM4481","SL1344_4411",0,801,0,801
"4179","STM4482","SL1344_4412",0,1000,0,1000
"4180","STM4483","SL1344_4413",4.37e-171,594,4.33e-171,594
"4181","STM4484","SL1344_4414",0,794,0,794
"4182","STM4485","SL1344_4415",3.33e-117,415,3.3e-117,415
"4183","STM4486","SL1344_4416",0,804,0,804
"4184","STM4488","SL1344_4417",2.56e-60,225,2.28e-60,225
"4185","STM4489","SL1344_4418",0,2724,0,2724
"4186","STM4490","SL1344_4419",0,787,0,787
"4187","STM4491","SL1344_4420",0,1654,0,1654
"4188","STM4492","SL1344_4421",0,1969,0,1969
"4189","STM4493","SL1344_4422",0,674,0,674
"4190","STM4494","SL1344_4423",0,851,0,851
"4191","STM4495","SL1344_4424",0,2913,0,2913
"4192","STM4496","SL1344_4425",0,2803,0,2803
"4193","STM4497","SL1344_4426",1.9e-136,479,1.88e-136,479
"4194","STM4498","SL1344_4427",1.51e-133,469,1.49e-133,469
"4195","STM4499","SL1344_4429",5.69e-171,594,5.64e-171,594
"4196","STM4500","SL1344_4430",0,1337,0,1337
"4197","STM4501","SL1344_4431",3.17e-53,201,3.14e-53,201
"4198","STM4502","SL1344_4432",1.02e-136,480,1.01e-136,480
"4199","STM4503","SL1344_4433",1.49e-166,579,1.48e-166,579
"4200","STM4504","SL1344_4434",0,696,0,696
"4201","STM4505","SL1344_4435",9.24e-104,370,9.15e-104,370
"4202","STM4506","SL1344_4436",5.65e-156,544,5.59e-156,544
"4203","STM4507","SL1344_4437",4.8e-176,611,4.75e-176,611
"4204","STM4508","SL1344_4438",0,794,0,794
"4205","STM4509","SL1344_4440",2.07e-103,369,1.65e-103,369
"4206","STM4510","SL1344_4441",1.08e-158,553,1.08e-158,553
"4207","STM4511","SL1344_4442",0,719,0,719
"4208","STM4512","SL1344_4443",0,909,0,909
"4209","STM4513","SL1344_4444",1.26e-107,383,1.25e-107,383
"4210","STM4514","SL1344_4445",4.8e-158,551,3.45e-158,551
"4211","STM4515","SL1344_4446",0,951,0,951
"4212","STM4516","SL1344_4447",0,935,0,935
"4213","STM4517","SL1344_4448",0,906,0,906
"4214","STM4518","SL1344_4449",1.47e-107,383,1.45e-107,383
"4215","STM4519","SL1344_4450",0,1056,0,1056
"4216","STM4520","SL1344_4451",2.13e-31,127,2.11e-31,127
"4217","STM4521","SL1344_4452",1.39e-34,138,1.37e-34,138
"4218","STM4522","SL1344_4453",2.23e-136,378,2.21e-136,378
"4219","STM4523","SL1344_4454",2.08e-71,262,2.06e-71,262
"4220","STM4524","SL1344_4455",0,1064,0,1064
"4221","STM4525","SL1344_4456",0,1245,0,1245
"4222","STM4526","SL1344_4457",0,2254,0,2254
"4223","STM4527","SL1344_4458",0,730,0,730
"4224","STM4528","SL1344_4459",7.64e-66,243,7.57e-66,243
"4225","STM4529","SL1344_4460",2.47e-67,248,2.45e-67,248
"4226","STM4530","SL1344_4461",0,544,0,544
"4227","STM4531","SL1344_4462",8.11e-46,176,8.03e-46,176
"4228","STM4532","SL1344_4463",0,1432,0,1432
"4229","STM4533","SL1344_4464",0,714,0,714
"4230","STM4534","SL1344_4465",0,2167,0,2167
"4231","STM4535","SL1344_4466",1.31e-97,349,1.3e-97,349
"4232","STM4536","SL1344_4467",2.03e-101,362,2.01e-101,362
"4233","STM4537","SL1344_4468",9.94e-177,613,9.84e-177,613
"4234","STM4538","SL1344_4469",0,692,0,692
"4235","STM4539","SL1344_4470",0,800,0,800
"4236","STM4540","SL1344_4471",0,799,0,799
"4237","STM4541","SL1344_4472",0,1580,0,1580
"4238","STM4542","SL1344_4473",2.03e-101,362,2.01e-101,362
"4239","STM4543","SL1344_4474",9.38e-167,506,9.28e-167,506
