LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM3870,SL1344_3837,1.05E-53,202,1.04E-53,202
STM3871,SL1344_3838,0,635,0,635
STM3872,SL1344_3839,1.4E-68,211,1.39E-68,211
STM3873,SL1344_3840,3.76E-144,505,3.77E-144,505
STM3874,SL1344_3841,0,1450,0,1450
STM3875,SL1344_3842,7.41E-98,350,7.34E-98,350
STM3876,SL1344_3843,2.03E-105,375,2.01E-105,375
STM3877,SL1344_3844,0,788,0,788
STM3878,SL1344_3845,0,1043,0,1043
STM3879,SL1344_3846,0,1112,0,1112
STM3880,SL1344_3847,0,813,0,813
STM3881,SL1344_3848,4.66E-97,347,4.62E-97,347
STM3882,SL1344_3849,0,1191,0,1191
STM3883,SL1344_3850,0,705,0,705
STM3884,SL1344_3851,0,681,0,681
STM3885,SL1344_3852,0,679,0,679
STM3886,SL1344_3853,0,758,0,758
STM3887,SL1344_3854,0,928,0,928
STM3888,SL1344_3857,4.69E-161,561,4.64E-161,561
STM3897,SL1344_3858,0,669,0,669
STM3898,SL1344_3859,9.06E-77,280,8.97E-77,280
STM3899,SL1344_3860,0,1216,0,1216
STM3901,SL1344_3861,0,1302,0,1302
STM3902,SL1344_3862,3.23E-57,214,3.2E-57,214
STM3903,SL1344_3863,0,747,0,747
STM3904,SL1344_3864,0,1410,0,1410
STM3905,SL1344_3865,0,1178,0,1178
STM3906,SL1344_3866,7.59E-76,276,7.52E-76,276
STM3907,SL1344_3867,9.17E-77,280,9.08E-77,280
STM3908,SL1344_3868,0,698,0,698
STM3909,SL1344_3869,0,1178,0,1178
STM3910,SL1344_3870,8.14E-63,233,8.06E-63,233
STM3911,SL1344_3871,2.62E-20,90.4,1.4E-20,90.4
STM3912,SL1344_3872,0,1535,0,1535
STM3913,SL1344_3873,0,1160,0,1160
STM3914,SL1344_3874,0,954,0,954
STM3915,SL1344_3875,2.44E-73,268,2.42E-73,268
STM3917,SL1344_3876,0,954,0,954
STM3918,SL1344_3877,0,724,0,724
STM3919,SL1344_3878,0,820,0,820
STM3920,SL1344_3879,0,896,0,896
STM3921,SL1344_3880,0,961,0,961
STM3922,SL1344_3881,0,838,0,838
STM3923,SL1344_3882,1.85E-49,188,1.84E-49,188
STM3924,SL1344_3883,3.47E-125,441,3.44E-125,441
STM3925,SL1344_3884,0,901,0,901
STM3926,SL1344_3885,0,529,0,529
STM3927,SL1344_3886,0,839,0,839
STM3928,SL1344_3887,0,813,0,813
STM3929,SL1344_3888,1.9E-169,589,1.88E-169,589
STM3930,SL1344_3889,0,1104,0,1104
STM3935,SL1344_3890,0,926,0,926
STM3936,SL1344_3891,0,585,0,585
STM3937,SL1344_3892,6.26E-164,571,6.2E-164,571
STM3938,SL1344_3893,0,766,0,766
STM3939,SL1344_3894,0,1989,0,1989
STM3940,SL1344_3895,9.65E-81,293,9.55E-81,293
STM3941,SL1344_3896,2.29E-120,425,2.26E-120,425
STM3942,SL1344_3897,4.84E-88,317,4.79E-88,317
STM3943,SL1344_3898,5.99E-73,267,5.93E-73,267
STM3944,SL1344_3899,3.89E-88,318,3.85E-88,318
STM3946,SL1344_3900,4.51E-43,166,4.47E-43,166
STM3947,SL1344_3901,0,643,0,643
STM3948,SL1344_3902,8.9E-153,533,8.81E-153,533
STM3949,SL1344_3903,0,699,0,699
STM3950,SL1344_3904,8.34E-164,570,8.26E-164,570
STM3951,SL1344_3905,0,1653,0,1653
STM3952,SL1344_3906,0,719,0,719
STM3953,SL1344_3907,2.78E-84,305,2.75E-84,305
STM3954,SL1344_3908,9.16E-108,383,9.07E-108,383
STM3955,SL1344_3909,0,728,0,728
STM3956,SL1344_3910,9.05E-107,380,8.96E-107,380
STM3957,SL1344_3911,2.92E-180,625,2.41E-180,625
STM3958,SL1344_3912,0,1442,0,1442
STM3959,SL1344_3913,1.97E-132,466,1.95E-132,466
STM3960,SL1344_3914,4.02E-145,508,3.98E-145,508
STM3961,SL1344_3915,0,835,0,835
STM3962,SL1344_3916,0,642,0,642
STM3963,SL1344_3917,0,714,0,714
STM3964,SL1344_3918,0,774,0,774
STM3965,SL1344_3919,0,1814,0,1814
STM3966,SL1344_3920,0,1089,0,1089
STM3967,SL1344_3921,0,663,0,663
STM3968,SL1344_3922,2.92E-178,618,2.9E-178,618
STM3969,SL1344_3923,0,1098,0,1098
STM3970,SL1344_3924,0,628,0,628
STM3971,SL1344_3925,1.01E-140,493,1E-140,493
STM3972,SL1344_3926,0,1285,0,1285
STM3973,SL1344_3927,4.9E-55,207,4.85E-55,207
STM3974,SL1344_3928,4.04E-119,421,4E-119,421
STM3975,SL1344_3929,1.26E-165,472,1.24E-165,472
STM3976,SL1344_3930,1.73E-167,582,1.75E-167,582
STM3977,SL1344_3931,9.12E-111,393,9.03E-111,393
STM3978,SL1344_3932,0,1203,0,1203
STM3979,SL1344_3933,2.9E-159,555,2.87E-159,555
STM3981,SL1344_3934,0,836,0,836
STM3982,SL1344_3935,0,871,0,871
STM3983,SL1344_3936,0,945,0,945
STM3984,SL1344_3937,0,1083,0,1083
STM3985,SL1344_3938,6.97E-136,477,6.9E-136,477
STM3986,SL1344_3939,0,1175,0,1175
STM3987,SL1344_3940,4.7E-125,441,4.66E-125,441
STM3993,SL1344_3941,9.1E-122,430,9.01E-122,430
STM3994,SL1344_3942,7.05E-137,480,6.98E-137,480
STM3995,SL1344_3943,8.72E-57,213,8.63E-57,213
STM3996,SL1344_3944,0,807,0,807
STM3997,SL1344_3945,7.05E-148,517,6.98E-148,517
STM3998,SL1344_3946,0,747,0,747
STM3999,SL1344_3947,0,2009,0,2009
STM4001,SL1344_3948,1.47E-144,506,1.36E-144,506
STM4003,SL1344_3950,2.18E-100,359,2.16E-100,359
STM4004,SL1344_3951,0,1100,0,1100
STM4005,SL1344_3952,0,1031,0,1031
STM4006,SL1344_3953,0,813,0,813
STM4007,SL1344_3954,0,1128,0,1128
STM4009,SL1344_3955,0,1355,0,1355
STM4010,SL1344_3956,6.2E-168,584,6.19E-168,584
STM4011,SL1344_3957,0,698,0,698
STM4012,SL1344_3958,0,1011,0,1011
STM4013,SL1344_3959,0,724,0,724
STM4014,SL1344_3960,0,793,0,793
STM4015,SL1344_3961,0,674,0,674
STM4016,SL1344_3962,1.51E-167,582,1.5E-167,582
STM4017,SL1344_3963,0,1136,0,1136
STM4018,SL1344_3964,0,1092,0,1092
STM4019,SL1344_3965,0,1635,0,1635
STM4020,SL1344_3966,0,692,0,692
STM4021,SL1344_3967,0,1006,0,1006
STM4022,SL1344_3968,0,698,0,698
STM4023,SL1344_3969,0,739,0,739
STM4024,SL1344_3970,0,679,0,679
STM4025,SL1344_3971,4.64E-179,621,4.59E-179,621
STM4026,SL1344_3972,6.72E-136,477,6.65E-136,477
STM4027,SL1344_3973,0,698,0,698
STM4028,SL1344_3974,1E-97,350,9.9E-98,350
STM4029,SL1344_3975,0,803,0,803
STM4030,SL1344_3976,1.79E-96,346,1.68E-96,346
STM4031,SL1344_3977,5.81E-69,253,5.76E-69,253
STM4032,SL1344_3978,0,755,0,755
STM4033,SL1344_3980,1.65E-57,215,2.03E-57,215
STM4034,SL1344_3981,0,704,0,704
STM4035,SL1344_3982,1.87E-143,502,1.85E-143,502
STM4036,SL1344_3983,0,730,0,730
STM4037,SL1344_3984,0,1838,0,1838
STM4038,SL1344_3986,0,674,0,674
STM4039,SL1344_3987,0,716,0,716
STM4040,SL1344_3988,0,802,0,802
STM4041,SL1344_3989,3.22E-73,268,3.19E-73,268
STM4042,SL1344_3990,2.91E-156,545,2.88E-156,545
STM4042A,SL1344_3991,1.9E-125,442,1.88E-125,442
STM4043,SL1344_3992,3.66E-71,261,3.63E-71,261
STM4044,SL1344_3993,0,892,0,892
STM4045,SL1344_3994,0,670,0,670
STM4046,SL1344_3995,0,1013,0,1013
STM4047,SL1344_3996,0,1142,0,1142
STM4048,SL1344_3997,0,685,0,685
STM4049,SL1344_3998,0,688,0,688
STM4050,SL1344_3999,0,763,0,763
STM4051,SL1344_4000,2.21E-164,572,2.19E-164,572
STM4052,SL1344_4001,0,743,0,743
STM4053,SL1344_4002,1.59E-120,426,1.57E-120,426
STM4054,SL1344_4003,0,742,0,742
STM4055,SL1344_4004,1.82E-139,489,1.8E-139,489
STM4056,SL1344_4005,2.1E-154,539,1.89E-154,539
STM4057,SL1344_4006,3.93E-92,331,3.89E-92,331
STM4058,SL1344_4007,0,665,0,665
STM4059,SL1344_4008,1.65E-148,519,1.64E-148,519
STM4060,SL1344_4009,1.4E-111,396,1.39E-111,396
STM4061,SL1344_4010,0,665,0,665
STM4062,SL1344_4011,0,670,0,670
STM4063,SL1344_4012,0,784,0,784
STM4064,SL1344_4013,2.11E-170,592,2.09E-170,592
STM4065,SL1344_4014,0,1042,0,1042
STM4066,SL1344_4015,0,780,0,780
STM4067,SL1344_4016,0,415,0,415
STM4068,SL1344_4017,4.12E-163,568,4.08E-163,568
STM4069,SL1344_4018,2.54E-37,147,2.51E-37,147
STM4070,SL1344_4019,2.98E-26,109,2.95E-26,109
STM4071,SL1344_4020,1.4E-62,232,1.39E-62,232
STM4072,SL1344_4021,0,1239,0,1239
STM4073,SL1344_4022,0,756,0,756
STM4074,SL1344_4023,0,1211,0,1211
STM4075,SL1344_4024,0,819,0,819
STM4076,SL1344_4025,0,598,0,598
STM4077,SL1344_4026,0,813,0,813
STM4078,SL1344_4027,0,711,0,711
STM4079,SL1344_4028,8.58E-65,240,7.23E-65,240
STM4080,SL1344_4029,1.13E-174,606,1.12E-174,606
STM4081,SL1344_4030,3.26E-165,549,3.22E-165,549
STM4082,SL1344_4031,1.37E-132,466,1.36E-132,466
STM4083,SL1344_4032,2.33E-96,345,2.3E-96,345
STM4084,SL1344_4033,3.11E-175,608,3.08E-175,608
STM4085,SL1344_4034,0,780,0,780
STM4086,SL1344_4035,0,1171,0,1171
STM4087,SL1344_4036,0,687,0,687
STM4088,SL1344_4037,1.99E-49,188,1.97E-49,188
STM4089,SL1344_4038,2E-108,385,1.98E-108,385
STM4090,SL1344_4039,0,629,0,629
STM4091,SL1344_4040,0,1017,0,1017
STM4092,SL1344_4041,2.4E-121,429,2.38E-121,429
STM4094,SL1344_4043,0,800,0,800
STM4095,SL1344_4044,0,1611,0,1611
STM4096,SL1344_4045,1.42E-47,182,1.41E-47,182
STM4097,SL1344_4046,4.02E-156,544,3.98E-156,544
STM4098,SL1344_4047,0,1406,0,1406
STM4099,SL1344_4048,4.29E-69,254,4.25E-69,254
STM4100,SL1344_4049,0,877,0,877
STM4101,SL1344_4050,0,1947,0,1947
STM4102,SL1344_4051,1.93E-163,569,1.57E-163,569
STM4103,SL1344_4053,0,902,0,902
STM4104,SL1344_4054,0,1237,0,1237
STM4105,SL1344_4055,0,744,0,744
STM4106,SL1344_4056,0,1660,0,1660
STM4107,SL1344_4057,1.44E-144,506,1.43E-144,506
STM4108,SL1344_4058,0,865,0,865
STM4109,SL1344_4059,2.31E-137,482,2.29E-137,482
STM4110,SL1344_4060,0,1635,0,1635
STM4112,SL1344_4061,0,845,0,845
STM4113,SL1344_4062,1.22E-73,269,1.21E-73,269
STM4114,SL1344_4063,0,1806,0,1806
STM4115,SL1344_4064,0,702,0,702
STM4116,SL1344_4065,2.9E-82,298,2.87E-82,298
STM4117,SL1344_4066,0,683,0,683
STM4118,SL1344_4068,0,1305,0,1305
STM4119,SL1344_4069,0,2021,0,2021
STM4120,SL1344_4070,0,914,0,914
STM4121,SL1344_4071,0,798,0,798
STM4122,SL1344_4072,2.36E-179,622,2.34E-179,622
STM4123,SL1344_4073,0,1117,0,1117
STM4125,SL1344_4074,0,744,0,744
STM4126,SL1344_4075,0,1062,0,1062
STM4127,SL1344_4076,1.71E-138,388,1.69E-138,388
STM4128,SL1344_4077,7.2E-81,293,7.13E-81,293
STM4129,SL1344_4078,0,871,0,871
STM4130,SL1344_4079,0,1466,0,1469
STM4131,SL1344_4080,0,685,0,685
STM4137,SL1344_4081,0,831,0,831
STM4138,SL1344_4082,0,755,0,755
STM4139,SL1344_4083,0,748,0,748
STM4141,SL1344_4084,2.47E-35,140,2.45E-35,140
STM4146,SL1344_3412,0,866,0,866
STM4146,SL1344_4085,0,891,0,891
STM4147,SL1344_4086,1.89E-91,329,1.87E-91,329
STM4148,SL1344_4087,6.99E-122,430,6.93E-122,430
STM4149,SL1344_4088,6.53E-101,360,6.47E-101,360
STM4150,SL1344_4089,6.47E-141,423,6.41E-141,423
STM4151,SL1344_4090,2.08E-116,412,2.06E-116,412
STM4152,SL1344_4091,6.71E-58,153,6.65E-58,153
STM4153,SL1344_4092,0,3132,0,3132
STM4154,SL1344_4093,0,2637,0,2637
STM4155,SL1344_4094,1.34E-66,246,1.33E-66,246
STM4156,SL1344_4095,1.18E-79,289,1.17E-79,289
STM4157,SL1344_4096,0,824,0,824
STM4158,SL1344_4097,1.2E-40,158,1.19E-40,158
STM4159,SL1344_4098,0,922,0,922
STM4160,SL1344_4099,5.6E-170,591,5.55E-170,591
STM4161,SL1344_4100,3.44E-40,157,3.41E-40,157
STM4162,SL1344_4101,4.35E-167,581,4.31E-167,581
STM4163,SL1344_4102,3.41E-135,443,3.38E-135,443
STM4164,SL1344_4103,0,1527,0,1527
STM4165,SL1344_4104,1.36E-115,409,1.34E-115,409
STM4166,SL1344_4105,2.17E-178,619,2.15E-178,619
STM4167,SL1344_4106,0,856,0,856
STM4168,SL1344_4107,3.49E-158,551,3.45E-158,551
STM4169,SL1344_4108,1.58E-134,473,1.56E-134,473
STM4170,SL1344_4109,9.62E-54,203,9.52E-54,203
STM4171,SL1344_4110,1.92E-162,566,1.9E-162,566
STM4172,SL1344_4111,1.05E-83,298,1.04E-83,298
STM4173,SL1344_4112,0,588,0,588
STM4174,SL1344_4113,0,1024,0,1024
STM4175,SL1344_4114,0,1019,0,1019
STM4176,SL1344_4115,0,1254,0,1254
STM4181,SL1344_4116,1.89E-97,349,1.87E-97,349
STM4182,SL1344_4117,0,761,0,761
STM4183,SL1344_4118,0,1252,0,1252
STM4184,SL1344_4119,0,1040,0,1040
STM4185,SL1344_4120,0,1420,0,1420
STM4186,SL1344_4121,9.07E-90,323,9.81E-90,323
STM4187,SL1344_4122,0,654,0,654
STM4188,SL1344_4123,0,2829,0,2829
STM4189,SL1344_4124,0,824,0,824
STM4190,SL1344_4125,3.33E-157,548,3.29E-157,548
STM4191,SL1344_4126,3.41E-19,85.8,3.38E-19,85.8
STM4192,SL1344_4127,6.66E-104,371,6.59E-104,371
STM4193,SL1344_4128,0,686,0,686
STM4194,SL1344_4129,2.3E-60,225,2.28E-60,225
STM4195,SL1344_4130,0,800,0,800
STM4196,SL1344_4131,5.28E-174,604,5.23E-174,604
STM4197,SL1344_4132,6.74E-64,237,6.68E-64,237
STM4198,SL1344_4133,3.76E-109,388,3.72E-109,388
STM4199,SL1344_4134,2.62E-140,492,2.6E-140,492
STM4201,SL1344_4136,1.6E-141,496,1.58E-141,496
STM4202,SL1344_4137,0,854,0,854
STM4203,SL1344_4138,2.37E-83,302,2.34E-83,302
STM4204,SL1344_4139,0,1202,0,1202
STM4205,SL1344_4140,0,748,0,748
STM4206,SL1344_4141,1.72E-71,262,1.46E-71,262
STM4207,SL1344_4142,1.06E-164,528,1.05E-164,528
STM4208,SL1344_4143,0,811,0,811
STM4209,SL1344_4144,4.09E-45,173,4.05E-45,173
STM4210,SL1344_4145,0,708,0,708
STM4211,SL1344_4146,0,1703,0,1703
STM4212,SL1344_4148,3.86E-123,434,3.82E-123,434
STM4213,SL1344_4149,0,1136,0,1136
STM4214,SL1344_4150,7.98E-43,166,7.9E-43,166
STM4215,SL1344_4151,1.71E-103,369,1.7E-103,369
STM4216,SL1344_4152,3.66E-71,261,3.63E-71,261
STM4217,SL1344_4153,1.19E-134,473,1.17E-134,473
STM4218,SL1344_4154,1.56E-66,245,1.55E-66,245
STM4219,SL1344_4155,4.65E-47,180,1.09E-46,180
STM4220,SL1344_4156,0,812,0,812
STM4221,SL1344_4157,0,1321,0,1321
STM4222,SL1344_4158,7.41E-19,75.8,7.11E-19,75.8
STM4223,SL1344_4159,7.68E-152,530,7.6E-152,530
STM4224,SL1344_4160,6.24E-156,544,6.18E-156,544
STM4225,SL1344_4161,0,1712,0,1712
STM4226,SL1344_4162,1.36E-90,326,1.35E-90,326
STM4227,SL1344_4163,0,709,0,709
STM4228,SL1344_4164,0,1057,0,1057
STM4229,SL1344_4166,0,961,0,961
STM4230,SL1344_4167,0,896,0,896
STM4231,SL1344_4168,0,1121,0,1121
STM4232,SL1344_4169,0,680,0,680
STM4233,SL1344_4170,1.19E-117,416,1.18E-117,416
STM4234,SL1344_4171,4.74E-153,522,4.69E-153,522
STM4235,SL1344_4172,0,1896,0,1896
STM4236,SL1344_4173,8.64E-87,313,8.55E-87,313
STM4237,SL1344_4174,1.2E-142,500,1.19E-142,500
STM4238,SL1344_4175,0,1003,0,1003
STM4240,SL1344_4176,1.9E-47,181,1.88E-47,181
STM4241,SL1344_4177,7.71E-120,423,7.63E-120,423
STM4242,SL1344_4178,0,1038,0,1038
STM4243,SL1344_4179,0,802,0,802
STM4244,SL1344_4180,6.68E-38,124,4.01E-38,124
STM4245,SL1344_4181,0,784,0,784
STM4246,SL1344_4182,0,1096,0,1096
STM4247,SL1344_4183,0,870,0,870
STM4248,SL1344_4184,0,943,0,943
STM4249,SL1344_4185,6.54E-165,574,6.48E-165,574
STM4250,SL1344_4186,8.05E-92,330,7.98E-92,330
STM4251,SL1344_4187,2.53E-80,292,2.51E-80,292
STM4252,SL1344_4188,1.69E-72,265,1.67E-72,265
STM4253,SL1344_4189,9.83E-105,373,9.74E-105,373
STM4254,SL1344_4190,0,2100,0,2100
STM4255,SL1344_4191,1.64E-22,96.8,1.62E-22,96.8
STM4256,SL1344_4192,4.05E-96,288,4.01E-96,288
STM4257,SL1344_4193,1.59E-133,469,1.57E-133,469
STM4258,SL1344_4194,0,1100,0,1100
STM4259,SL1344_4195,0,1012,0,1012
STM4260,SL1344_4196,0,884,0,884
STM4261,SL1344_4197,0,7109,0,7109
STM4262,SL1344_4198,0,884,0,884
STM4263,SL1344_4199,6.94E-65,240,6.87E-65,240
STM4264,SL1344_4200,0,1240,0,1240
STM4265,SL1344_4201,8.46E-73,266,8.38E-73,266
STM4266,SL1344_4202,4.11E-102,364,4.07E-102,364
STM4267,SL1344_4203,5.62E-156,544,5.56E-156,544
STM4268,SL1344_4204,0,995,0,995
STM4269,SL1344_4205,0,1308,0,1308
STM4270,SL1344_4206,0,700,0,700
STM4271,SL1344_4207,7.89E-96,343,7.82E-96,343
STM4272,SL1344_4208,8.46E-126,396,8.38E-126,396
STM4273,SL1344_4209,0,1192,0,1192
STM4274,SL1344_4210,8.78E-70,256,8.69E-70,256
STM4275,SL1344_4211,0,1605,0,1605
STM4276,SL1344_4212,1.3E-28,117,1.29E-28,117
STM4277,SL1344_4213,0,1118,0,1118
STM4278,SL1344_4214,2.28E-137,482,1.9E-137,482
STM4279,SL1344_4215,1.25E-161,563,1.24E-161,563
STM4280,SL1344_4216,0,610,0,610
STM4281,SL1344_4217,0,1086,0,1086
STM4282,SL1344_4218,2.15E-141,328,2.12E-141,328
STM4283,SL1344_4219,0,926,0,926
STM4284,SL1344_4220,6.26E-138,484,2.11E-138,485
STM4285,SL1344_4221,0,1698,0,1698
STM4286,SL1344_4223,0,697,0,697
STM4287,SL1344_4224,1.08E-97,350,9.81E-98,350
STM4288,SL1344_4225,7.41E-102,363,7.34E-102,363
STM4289,SL1344_4226,5.93E-76,277,5.87E-76,277
STM4290,SL1344_4227,0,1113,0,1113
STM4291,SL1344_4228,0,836,0,836
STM4292,SL1344_4229,1.05E-147,517,1.04E-147,517
STM4293,SL1344_4230,0,931,0,931
STM4294,SL1344_4231,0,958,0,958
STM4295,SL1344_4232,3.71E-177,615,3.68E-177,615
STM4296,SL1344_4233,0,1851,0,1851
STM4297,SL1344_4234,0,719,0,719
STM4298,SL1344_4235,0,1100,0,1100
STM4299,SL1344_4236,0,1132,0,1132
STM4300,SL1344_4237,0,1228,0,1228
STM4301,SL1344_4238,0,949,0,949
STM4302,SL1344_4239,1.11E-59,222,1.1E-59,222
STM4303,SL1344_4240,9.83E-166,577,9.73E-166,577
STM4304,SL1344_4241,0,1209,0,1209
STM4305,SL1344_4242,0,1907,0,1907
STM4306,SL1344_4243,9E-155,540,8.91E-155,540
STM4307,SL1344_4244,3.38E-147,315,3.35E-147,315
STM4308,SL1344_4245,3.98E-160,558,3.94E-160,558
STM4309,SL1344_4246,0,1168,0,1168
STM4310,SL1344_4247,0,741,0,741
STM4311,SL1344_0885,6.61E-108,384,6.55E-108,384
STM4311,SL1344_1166,6.61E-108,384,7.52E-108,384
STM4311,SL1344_1746,6.61E-108,384,6.55E-108,384
STM4311,SL1344_1886,6.61E-108,384,7.52E-108,384
STM4311,SL1344_2434,6.61E-108,384,6.55E-108,384
STM4311,SL1344_3267,6.61E-108,384,6.55E-108,384
STM4311,SL1344_3446,6.61E-108,384,6.55E-108,384
STM4312,SL1344_4248,1.64E-60,225,1.63E-60,225
STM4313,SL1344_4249,8.84E-46,176,8.76E-46,176
STM4314,SL1344_4250,1.72E-59,222,1.7E-59,222
STM4315,SL1344_4251,1.33E-178,620,1.32E-178,620
STM4316,SL1344_4252,3.69E-46,177,3.66E-46,177
STM4317,SL1344_4253,1.75E-67,248,1.73E-67,248
STM4318,SL1344_4254,1.08E-120,426,1.07E-120,426
STM4319,SL1344_4255,2.46E-176,612,2.44E-176,612
STM4320,SL1344_4258,2.11E-71,262,2.09E-71,262
STM4322,SL1344_4259,3.14E-135,475,3.11E-135,475
STM4323,SL1344_4260,0,938,0,938
STM4324,SL1344_4261,9.41E-81,293,9.32E-81,293
STM4325,SL1344_4262,0,800,0,800
STM4326,SL1344_4263,0,1087,0,1087
STM4327,SL1344_4264,1.25E-101,363,1.24E-101,363
STM4328,SL1344_4265,0,986,0,986
STM4329,SL1344_4266,7.27E-65,240,7.2E-65,240
STM4330,SL1344_4267,0,1157,0,1157
STM4331,SL1344_4268,1.96E-84,305,1.94E-84,305
STM4332,SL1344_4269,0,671,0,671
STM4333,SL1344_4270,0,818,0,818
STM4334,SL1344_4271,6.3E-132,464,6.24E-132,464
STM4335,SL1344_4272,1.48E-36,144,1.46E-36,144
STM4336,SL1344_4273,2.46E-32,130,2.44E-32,130
STM4337,SL1344_4274,6.05E-135,474,5.99E-135,474
STM4338,SL1344_4275,5.03E-71,260,4.98E-71,260
STM4339,SL1344_4276,2.62E-122,432,2.61E-122,432
STM4340,SL1344_4277,2.78E-81,295,2.75E-81,295
STM4341,SL1344_4278,7.5E-92,330,7.42E-92,330
STM4342,SL1344_4279,3.03E-175,608,3.03E-175,608
STM4343,SL1344_4280,0,1306,0,1306
STM4344,SL1344_4281,0,777,0,777
STM4345,SL1344_4282,0,1145,0,1145
STM4346,SL1344_4283,1.03E-71,263,1.02E-71,263
STM4347,SL1344_4284,0,1514,0,1514
STM4348,SL1344_4285,0,739,0,739
STM4349,SL1344_4286,0,853,0,853
STM4350,SL1344_4287,1.96E-126,445,1.94E-126,445
STM4351,SL1344_4288,8.64E-168,583,8.56E-168,583
STM4355,SL1344_4289,0,921,0,921
STM4356,SL1344_4290,0,1055,0,1055
STM4357,SL1344_4291,3.83E-109,388,3.79E-109,388
STM4358,SL1344_4292,0,944,0,944
STM4359,SL1344_4293,0,741,0,741
STM4360,SL1344_4294,0,740,0,740
STM4361,SL1344_4295,5.73E-69,253,5.67E-69,253
STM4362,SL1344_4296,0,988,0,988
STM4363,SL1344_4297,0,661,0,661
STM4364,SL1344_4298,0,650,0,650
STM4366,SL1344_4299,0,1066,0,1066
STM4367,SL1344_4300,6.47E-97,347,6.41E-97,347
STM4368,SL1344_4301,0,1661,0,1661
STM4369,SL1344_4302,4.86E-169,588,4.86E-169,588
STM4370,SL1344_4303,9.82E-91,326,9.72E-91,326
STM4371,SL1344_4304,1.11E-139,490,2.52E-145,352
STM4372,SL1344_4305,0,828,0,828
STM4373,SL1344_4306,2.67E-157,397,2.65E-157,397
STM4374,SL1344_4307,1.43E-91,329,1.42E-91,329
STM4375,SL1344_4308,6.24E-130,457,6.17E-130,457
STM4376,SL1344_4309,0,755,0,755
STM4377,SL1344_4310,0,1304,0,1304
STM4378,SL1344_4311,3.22E-69,254,3.19E-69,254
STM4379,SL1344_4312,1.76E-45,176,1.52E-45,176
STM4380,SL1344_4313,6.38E-172,597,6.32E-172,597
STM4381,SL1344_4314,3.41E-172,598,3.38E-172,598
STM4382,SL1344_4315,0,866,0,866
STM4383,SL1344_4316,0,1074,0,1114
STM4384,SL1344_4317,3.18E-74,271,3.15E-74,271
STM4385,SL1344_4318,2.23E-106,379,2.21E-106,379
STM4386,SL1344_4319,1.64E-153,536,1.63E-153,536
STM4387,SL1344_4320,0,692,0,692
STM4388,SL1344_4321,1.21E-144,409,1.2E-144,409
STM4389,SL1344_4322,1.24E-64,239,1.23E-64,239
STM4390,SL1344_4323,2.89E-45,174,2.86E-45,174
STM4391,SL1344_4324,4.99E-87,314,4.94E-87,314
STM4392,SL1344_4325,9.5E-71,259,9.41E-71,259
STM4393,SL1344_4326,7.74E-47,179,7.67E-47,179
STM4394,SL1344_4327,6.44E-92,330,6.38E-92,330
STM4395,SL1344_4328,0,551,0,551
STM4396,SL1344_4329,2.45E-126,271,2.43E-126,271
STM4397,SL1344_4330,8.91E-142,497,8.82E-142,497
STM4398,SL1344_4331,0,1178,0,1178
STM4399,SL1344_4332,2.5E-154,539,2.47E-154,539
STM4400,SL1344_4333,0,747,0,747
STM4401,SL1344_4334,0,655,0,655
STM4402,SL1344_4335,1.74E-86,312,1.73E-86,312
STM4403,SL1344_4336,0,1521,0,1521
STM4404,SL1344_4337,6.78E-161,560,6.72E-161,560
STM4405,SL1344_4338,7.19E-126,444,7.12E-126,444
STM4406,SL1344_4339,7.13E-42,163,4.38E-42,163
STM4407,SL1344_4340,0,1035,0,1035
STM4408,SL1344_4341,4.51E-146,511,4.46E-146,511
STM4409,SL1344_4342,0,1344,0,1344
STM4410,SL1344_4343,0,2865,0,2865
STM4411,SL1344_4344,1.9E-81,295,1.88E-81,295
STM4412,SL1344_4345,0,906,0,906
STM4413,SL1344_4346,0,877,0,877
STM4414,SL1344_4347,2.4E-121,429,2.38E-121,429
STM4415,SL1344_4348,0,790,0,790
STM4416,SL1344_4349,0,1122,0,1122
STM4417,SL1344_4350,0,676,0,676
STM4418,SL1344_4351,0,1115,0,1115
STM4419,SL1344_4352,0,1183,0,1183
STM4420,SL1344_4353,0,669,0,669
STM4421,SL1344_4354,0,1188,0,1188
STM4422,SL1344_4354A,6.51E-67,247,6.45E-67,247
STM4423,SL1344_4355,0,663,0,663
STM4424,SL1344_4356,0,738,0,738
STM4425,SL1344_4357,0,619,0,619
STM4426,SL1344_4358,0,1103,0,1103
STM4427,SL1344_4359,0,674,0,674
STM4428,SL1344_4360,0,919,0,919
STM4430,SL1344_4361,0,1550,0,1550
STM4431,SL1344_4362,0,1507,0,1507
STM4433,SL1344_4363,0,775,0,775
STM4434,SL1344_4364,0,984,0,984
STM4435,SL1344_4365,0,659,0,659
STM4436,SL1344_4366,0,712,0,712
STM4437,SL1344_4367,9.01E-113,400,8.92E-113,400
STM4438,SL1344_4368,0,1017,0,1017
STM4439,SL1344_4369,2.22E-73,269,2.19E-73,269
STM4440,SL1344_4370,1.85E-77,282,1.83E-77,282
STM4441,SL1344_4371,2.57E-68,252,2.54E-68,252
STM4442,SL1344_4372,1.95E-68,252,1.93E-68,252
STM4443,SL1344_4373,1.35E-172,599,1.34E-172,599
STM4444,SL1344_4374,1.09E-148,520,1.08E-148,520
