gene_name,type,new_locus,old_locus
torD, protein_coding, STM14_RS20175, STM14_4613
torA, protein_coding, STM14_RS20180, STM14_4614
torC, protein_coding, STM14_RS20185, STM14_4615
torR, protein_coding, STM14_RS20190, STM14_4616
torT, protein_coding, STM14_RS20195, STM14_4617
torS, protein_coding, STM14_RS20200, STM14_4618
STM14_RS20205, protein_coding, STM14_RS20205, STM14_4619
dgoD, protein_coding, STM14_RS20210, STM14_4620
STM14_RS20215, protein_coding, STM14_RS20215,
STM14_RS20220, protein_coding, STM14_RS20220, STM14_4622
dgoR, protein_coding, STM14_RS20225, STM14_4623
yidA, protein_coding, STM14_RS20230, STM14_4624
STM14_RS20235, protein_coding, STM14_RS20235, STM14_4625
STM14_RS20240, protein_coding, STM14_RS20240, STM14_4626
STM14_RS20245, protein_coding, STM14_RS20245, STM14_4627
gyrB, protein_coding, STM14_RS20250, STM14_4628
recF, protein_coding, STM14_RS20255, STM14_4629
dnaN, protein_coding, STM14_RS20260, STM14_4631
dnaA, protein_coding, STM14_RS20265, STM14_4632
rpmH, protein_coding, STM14_RS20270, STM14_4634
rnpA, protein_coding, STM14_RS20275, STM14_4635
yidD, protein_coding, STM14_RS20280, STM14_4636
yidC, protein_coding, STM14_RS20285, STM14_4637
mnmE, protein_coding, STM14_RS20290, STM14_4638
STM14_RS26490, pseudogene, STM14_RS26490, STM14_4639
STM14_RS20305, protein_coding, STM14_RS20305, STM14_4640
STM14_RS20310, protein_coding, STM14_RS20310, STM14_4641
STM14_RS20315, protein_coding, STM14_RS20315, STM14_4642
yidZ, protein_coding, STM14_RS20320, STM14_4643
STM14_RS20325, protein_coding, STM14_RS20325, STM14_4644
STM14_RS20330, protein_coding, STM14_RS20330, STM14_4645
adeP, protein_coding, STM14_RS20335, STM14_4646
yieH, protein_coding, STM14_RS20340, STM14_4647
phoU, protein_coding, STM14_RS20345, STM14_4648
pstB, protein_coding, STM14_RS20350, STM14_4649
pstA, protein_coding, STM14_RS20355, STM14_4650
pstC, protein_coding, STM14_RS20360, STM14_4651
pstS, protein_coding, STM14_RS20365, STM14_4652
STM14_RS20370, protein_coding, STM14_RS20370, STM14_4653
STM14_RS20375, protein_coding, STM14_RS20375, STM14_4654
STM14_RS20380, protein_coding, STM14_RS20380, STM14_4655
glmS, protein_coding, STM14_RS20385, STM14_4656
glmU, protein_coding, STM14_RS20390, STM14_4657
STM14_RS20395, protein_coding, STM14_RS20395, STM14_4659
STM14_RS20400, protein_coding, STM14_RS20400, STM14_4660
atpD, protein_coding, STM14_RS20405, STM14_4661
atpG, protein_coding, STM14_RS20410, STM14_4662
atpA, protein_coding, STM14_RS20415, STM14_4663
atpH, protein_coding, STM14_RS20420, STM14_4664
atpF, protein_coding, STM14_RS20425, STM14_4665
atpE, protein_coding, STM14_RS20430, STM14_4666
atpB, protein_coding, STM14_RS20435, STM14_4667
atpI, protein_coding, STM14_RS20440, STM14_4668
rsmG, protein_coding, STM14_RS20445, STM14_4670
mnmG, protein_coding, STM14_RS20450, STM14_4671
mioC, protein_coding, STM14_RS20455, STM14_4672
asnC, protein_coding, STM14_RS20460, STM14_4673
asnA, protein_coding, STM14_RS20465, STM14_4674
viaA, protein_coding, STM14_RS20470, STM14_4675
ravA, protein_coding, STM14_RS20475, STM14_4676
kup, protein_coding, STM14_RS20480, STM14_4677
rbsD, protein_coding, STM14_RS20485, STM14_4678
rbsA, protein_coding, STM14_RS20490, STM14_4679
rbsC, protein_coding, STM14_RS20495, STM14_4680
rbsB, protein_coding, STM14_RS20500, STM14_4681
rbsK, protein_coding, STM14_RS20505, STM14_4682
rbsR, protein_coding, STM14_RS20510, STM14_4683
mdtD, protein_coding, STM14_RS20515, STM14_4684
STM14_RS20520, protein_coding, STM14_RS20520, STM14_4685
STM14_RS20525, rRNA, STM14_RS20525, STM14_4686
STM14_RS20530, tRNA, STM14_RS20530, STM14_4687
STM14_RS20535, rRNA, STM14_RS20535, STM14_4688
rrf, rRNA, STM14_RS20540, STM14_4690
STM14_RS20545, tRNA, STM14_RS20545, STM14_4691
STM14_RS20550, tRNA, STM14_RS20550, STM14_4692
hdfR, protein_coding, STM14_RS20555, STM14_4693
maoP, protein_coding, STM14_RS20560, STM14_4694
STM14_RS20565, protein_coding, STM14_RS20565, STM14_4695
ilvL, protein_coding, STM14_RS20570, STM14_4697
ilvX, protein_coding, STM14_RS26670,
ilvG, protein_coding, STM14_RS20575, STM14_4698
ilvM, protein_coding, STM14_RS20580, STM14_4699
ilvE, protein_coding, STM14_RS20585, STM14_4700
ilvD, protein_coding, STM14_RS20590, STM14_4701
ilvA, protein_coding, STM14_RS20595, STM14_4702
STM14_RS20600, protein_coding, STM14_RS20600, STM14_4703
STM14_RS20605, protein_coding, STM14_RS20605, STM14_4704
ilvY, protein_coding, STM14_RS20610, STM14_4705
ilvC, protein_coding, STM14_RS20615, STM14_4706
ppiC, protein_coding, STM14_RS20620, STM14_4707
STM14_RS25610, pseudogene, STM14_RS25610, STM14_4709
rep, protein_coding, STM14_RS20630, STM14_4710
gppA, protein_coding, STM14_RS20635, STM14_4711
rhlB, protein_coding, STM14_RS20640, STM14_4712
trxA, protein_coding, STM14_RS20645, STM14_4713
STM14_RS26860, protein_coding, STM14_RS26860, STM14_4714
rho, protein_coding, STM14_RS20650, STM14_4715
wecA, protein_coding, STM14_RS20655, STM14_4716
wzzE, protein_coding, STM14_RS20660, STM14_4717
wecB, protein_coding, STM14_RS20665, STM14_4718
wecC, protein_coding, STM14_RS20670, STM14_4719
rffG, protein_coding, STM14_RS20675, STM14_4720
STM14_RS26915, protein_coding, STM14_RS26915, STM14_4721
rffC, protein_coding, STM14_RS20685, STM14_4722
rffA, protein_coding, STM14_RS20690, STM14_4723
wzxE, protein_coding, STM14_RS20695, STM14_4724
STM14_RS20700, protein_coding, STM14_RS20700, STM14_4725
wzyE, protein_coding, STM14_RS20705, STM14_4726
rffM, protein_coding, STM14_RS20710, STM14_4727
STM14_RS20715, protein_coding, STM14_RS20715, STM14_4728
STM14_RS20720, tRNA, STM14_RS20720, STM14_4729
STM14_RS20725, tRNA, STM14_RS20725, STM14_4730
STM14_RS20730, tRNA, STM14_RS20730, STM14_4731
STM14_RS20735, tRNA, STM14_RS20735, STM14_4732
hemY, protein_coding, STM14_RS20740, STM14_4734
hemX, protein_coding, STM14_RS20745, STM14_4735
hemD, protein_coding, STM14_RS20750, STM14_4736
hemC, protein_coding, STM14_RS20755, STM14_4737
cyaA, protein_coding, STM14_RS20760, STM14_4739
STM14_RS20765, protein_coding, STM14_RS20765, STM14_4741
STM14_RS20770, protein_coding, STM14_RS20770, STM14_4742
STM14_RS20775, protein_coding, STM14_RS20775, STM14_4743
cyaY, protein_coding, STM14_RS20780, STM14_4744
STM14_RS20785, protein_coding, STM14_RS20785, STM14_4745
STM14_RS26870, pseudogene, STM14_RS26870,
STM14_RS25625, protein_coding, STM14_RS25625,
STM14_RS20790, protein_coding, STM14_RS20790, STM14_4747
dapF, protein_coding, STM14_RS20795, STM14_4748
STM14_RS20800, protein_coding, STM14_RS20800, STM14_4749
xerC, protein_coding, STM14_RS20805, STM14_4750
yigB, protein_coding, STM14_RS20810, STM14_4751
uvrD, protein_coding, STM14_RS20815, STM14_4752
ysgD, protein_coding, STM14_RS26875,
corA, protein_coding, STM14_RS20820, STM14_4754
STM14_RS20825, protein_coding, STM14_RS20825, STM14_4755
STM14_RS20830, protein_coding, STM14_RS20830, STM14_4756
rarD, protein_coding, STM14_RS20835, STM14_4757
yigI, protein_coding, STM14_RS20840, STM14_4758
pldA, protein_coding, STM14_RS20845, STM14_4760
recQ, protein_coding, STM14_RS20850, STM14_4761
rhtC, protein_coding, STM14_RS20855, STM14_4762
rhtB, protein_coding, STM14_RS20860, STM14_4763
pldB, protein_coding, STM14_RS20865, STM14_4764
yigL, protein_coding, STM14_RS20870, STM14_4765
STM14_RS20875, protein_coding, STM14_RS20875, STM14_4766
metR, protein_coding, STM14_RS20880, STM14_4767
metE, protein_coding, STM14_RS20885, STM14_4769
STM14_RS20890, protein_coding, STM14_RS20890, STM14_4772
STM14_RS20895, protein_coding, STM14_RS20895, STM14_4773
udp, protein_coding, STM14_RS20900, STM14_4774
rmuC, protein_coding, STM14_RS20905, STM14_4775
ubiE, protein_coding, STM14_RS20910, STM14_4776
ubiJ, protein_coding, STM14_RS20915, STM14_4777
ubiB, protein_coding, STM14_RS20920, STM14_4778
tatA, protein_coding, STM14_RS20925, STM14_4779
tatB, protein_coding, STM14_RS20930, STM14_4780
tatC, protein_coding, STM14_RS20935, STM14_4781
tatD, protein_coding, STM14_RS20940, STM14_4782
rfaH, protein_coding, STM14_RS20945, STM14_4783
ubiD, protein_coding, STM14_RS20950, STM14_4785
fre, protein_coding, STM14_RS20955, STM14_4786
STM14_RS20960, protein_coding, STM14_RS20960, STM14_4787
fadA, protein_coding, STM14_RS20965, STM14_4788
fadB, protein_coding, STM14_RS20970, STM14_4789
pepQ, protein_coding, STM14_RS20975, STM14_4790
STM14_RS20980, protein_coding, STM14_RS20980, STM14_4791
trkH, protein_coding, STM14_RS20985, STM14_4792
hemG, protein_coding, STM14_RS20990, STM14_4793
STM14_RS20995, rRNA, STM14_RS20995, STM14_4794
STM14_RS21000, tRNA, STM14_RS21000, STM14_4795
STM14_RS21005, tRNA, STM14_RS21005, STM14_4796
STM14_RS21010, rRNA, STM14_RS21010, STM14_4798
rrf, rRNA, STM14_RS21015, STM14_4799
mobB, protein_coding, STM14_RS21020, STM14_4802
mobA, protein_coding, STM14_RS21025, STM14_4803
STM14_RS21030, protein_coding, STM14_RS21030, STM14_4804
STM14_RS21035, protein_coding, STM14_RS21035, STM14_4805
dsbA, protein_coding, STM14_RS21040, STM14_4806
STM14_RS21045, protein_coding, STM14_RS21045, STM14_4807
polA, protein_coding, STM14_RS21055, STM14_4809
yihA, protein_coding, STM14_RS21060, STM14_4812
STM14_RS21065, protein_coding, STM14_RS21065, STM14_4813
yihI, protein_coding, STM14_RS21070, STM14_4814
hemN, protein_coding, STM14_RS21075, STM14_4815
STM14_RS26505, protein_coding, STM14_RS26505,
glnG, protein_coding, STM14_RS21080, STM14_4817
glnL, protein_coding, STM14_RS21085, STM14_4818
glnA, protein_coding, STM14_RS21090, STM14_4820
typA, protein_coding, STM14_RS21095, STM14_4822
STM14_RS21100, protein_coding, STM14_RS21100, STM14_4823
STM14_RS21105, protein_coding, STM14_RS21105, STM14_4824
STM14_RS21110, protein_coding, STM14_RS21110, STM14_4825
STM14_RS21115, protein_coding, STM14_RS21115, STM14_4826
STM14_RS21120, protein_coding, STM14_RS21120, STM14_4827
STM14_RS21125, protein_coding, STM14_RS21125, STM14_4828
ompL, protein_coding, STM14_RS21130, STM14_4829
STM14_RS21135, protein_coding, STM14_RS21135, STM14_4830
STM14_RS21140, protein_coding, STM14_RS21140, STM14_4831
STM14_RS21145, protein_coding, STM14_RS21145, STM14_4832
STM14_RS21150, protein_coding, STM14_RS21150, STM14_4833
yihS, protein_coding, STM14_RS21155, STM14_4834
yihT, protein_coding, STM14_RS21160, STM14_4835
yihU, protein_coding, STM14_RS21165, STM14_4836
STM14_RS21170, protein_coding, STM14_RS21170, STM14_4838
STM14_RS21175, protein_coding, STM14_RS21175, STM14_4839
yihX, protein_coding, STM14_RS21180, STM14_4840
STM14_RS21185, protein_coding, STM14_RS21185, STM14_4841
dtd, protein_coding, STM14_RS21190, STM14_4842
fabY, protein_coding, STM14_RS21195, STM14_4843
STM14_RS21200, protein_coding, STM14_RS21200, STM14_4844
STM14_RS21205, protein_coding, STM14_RS21205, STM14_4845
STM14_RS21210, protein_coding, STM14_RS21210, STM14_4846
STM14_RS21215, protein_coding, STM14_RS21215, STM14_4847
STM14_RS21220, protein_coding, STM14_RS21220, STM14_4848
fdhE, protein_coding, STM14_RS21225, STM14_4849
fdoI, protein_coding, STM14_RS21230, STM14_4850
fdxH, protein_coding, STM14_RS21235, STM14_4851
fdnG, protein_coding, STM14_RS21240, STM14_4852
fdhD, protein_coding, STM14_RS21250, STM14_4853
STM14_RS21255, protein_coding, STM14_RS21255, STM14_4855
STM14_RS21260, protein_coding, STM14_RS21260, STM14_4857
STM14_RS21265, protein_coding, STM14_RS21265, STM14_4859
STM14_RS21270, protein_coding, STM14_RS21270, STM14_4860
STM14_RS21275, protein_coding, STM14_RS21275, STM14_4861
rhaM, protein_coding, STM14_RS21280, STM14_4862
fucO, protein_coding, STM14_RS21285, STM14_4863
rhaD, protein_coding, STM14_RS21290, STM14_4864
rhaA, protein_coding, STM14_RS21295, STM14_4865
rhaB, protein_coding, STM14_RS21300, STM14_4866
rhaS, protein_coding, STM14_RS21305, STM14_4869
rhaR, protein_coding, STM14_RS21310, STM14_4870
rhaT, protein_coding, STM14_RS21315, STM14_4871
STM14_RS21325, protein_coding, STM14_RS21325, STM14_4874
STM14_RS21330, protein_coding, STM14_RS21330, STM14_4875
STM14_RS21335, protein_coding, STM14_RS21335, STM14_4876
STM14_RS21340, protein_coding, STM14_RS21340, STM14_4877
sodA, protein_coding, STM14_RS21345, STM14_4878
yiiM, protein_coding, STM14_RS21350, STM14_4879
STM14_RS21355, protein_coding, STM14_RS21355, STM14_4880
cpxA, protein_coding, STM14_RS21360, STM14_4881
cpxR, protein_coding, STM14_RS21365, STM14_4882
cpxP, protein_coding, STM14_RS21370, STM14_4883
fieF, protein_coding, STM14_RS21375, STM14_4884
pfkA, protein_coding, STM14_RS21380, STM14_4885
STM14_RS21385, protein_coding, STM14_RS21385, STM14_4887
STM14_RS21390, protein_coding, STM14_RS21390, STM14_4888
STM14_RS21395, protein_coding, STM14_RS21395, STM14_4889
STM14_RS21400, protein_coding, STM14_RS21400, STM14_4890
STM14_RS21405, protein_coding, STM14_RS21405, STM14_4891
STM14_RS21410, protein_coding, STM14_RS21410, STM14_4892
STM14_RS21415, pseudogene, STM14_RS21415, STM14_4893
STM14_RS25645, pseudogene, STM14_RS25645, STM14_4894
STM14_RS21420, protein_coding, STM14_RS21420, STM14_4895
lsrK, protein_coding, STM14_RS21425, STM14_4896
lsrR, protein_coding, STM14_RS21430, STM14_4897
lsrA, protein_coding, STM14_RS21435, STM14_4899
lsrC, protein_coding, STM14_RS21440, STM14_4900
lsrD, protein_coding, STM14_RS21445, STM14_4901
lsrB, protein_coding, STM14_RS21450, STM14_4902
lsrF, protein_coding, STM14_RS21455, STM14_4903
lsrG, protein_coding, STM14_RS21460, STM14_4904
STM14_RS21465, protein_coding, STM14_RS21465, STM14_4905
tpiA, protein_coding, STM14_RS21470, STM14_4906
STM14_RS21475, protein_coding, STM14_RS21475, STM14_4907
STM14_RS21480, protein_coding, STM14_RS21480, STM14_4908
fpr, protein_coding, STM14_RS21485, STM14_4910
glpX, protein_coding, STM14_RS21490, STM14_4911
glpK, protein_coding, STM14_RS21495, STM14_4912
STM14_RS21500, protein_coding, STM14_RS21500, STM14_4913
zapB, protein_coding, STM14_RS21505, STM14_4915
rraA, protein_coding, STM14_RS21510, STM14_4917
menA, protein_coding, STM14_RS21515, STM14_4918
hslU, protein_coding, STM14_RS21520, STM14_4919
hslV, protein_coding, STM14_RS21525, STM14_4920
ftsN, protein_coding, STM14_RS21530, STM14_4921
cytR, protein_coding, STM14_RS21535, STM14_4922
priA, protein_coding, STM14_RS21540, STM14_4923
rpmE, protein_coding, STM14_RS21545, STM14_4924
STM14_RS21550, protein_coding, STM14_RS21550, STM14_4925
STM14_RS21555, protein_coding, STM14_RS21555, STM14_4926
metJ, protein_coding, STM14_RS21560, STM14_4927
metB, protein_coding, STM14_RS21565, STM14_4928
metL, protein_coding, STM14_RS21570, STM14_4929
mscS, protein_coding, STM14_RS21575, STM14_4930
STM14_RS21580, protein_coding, STM14_RS21580, STM14_4931
STM14_RS21585, protein_coding, STM14_RS21585, STM14_4932
STM14_RS21590, protein_coding, STM14_RS21590, STM14_4933
metF, protein_coding, STM14_RS21595, STM14_4935
katG, protein_coding, STM14_RS21600, STM14_4936
STM14_RS21605, protein_coding, STM14_RS21605, STM14_4937
STM14_RS21610, protein_coding, STM14_RS21610, STM14_4939
fsa, protein_coding, STM14_RS21615, STM14_4940
ptsP, protein_coding, STM14_RS21620, STM14_4941
STM14_RS21625, protein_coding, STM14_RS21625, STM14_4944
STM14_RS21630, protein_coding, STM14_RS21630, STM14_4945
STM14_RS21635, protein_coding, STM14_RS21635, STM14_4946
STM14_RS21640, protein_coding, STM14_RS21640, STM14_4947
STM14_RS21645, protein_coding, STM14_RS21645, STM14_4948
STM14_RS21650, protein_coding, STM14_RS21650, STM14_4949
STM14_RS21655, protein_coding, STM14_RS21655, STM14_4952
ppc, protein_coding, STM14_RS21660, STM14_4954
argE, protein_coding, STM14_RS21665, STM14_4955
argC, protein_coding, STM14_RS21670, STM14_4956
argB, protein_coding, STM14_RS21675, STM14_4957
argH, protein_coding, STM14_RS21680, STM14_4958
oxyR, protein_coding, STM14_RS21685, STM14_4959
sthA, protein_coding, STM14_RS21690, STM14_4960
fabR, protein_coding, STM14_RS21695, STM14_4962
STM14_RS21700, protein_coding, STM14_RS21700, STM14_4963
trmA, protein_coding, STM14_RS21705, STM14_4964
btuB, protein_coding, STM14_RS21710, STM14_4965
murI, protein_coding, STM14_RS21715, STM14_4966
STM14_RS21720, rRNA, STM14_RS21720, STM14_4967
STM14_RS21725, tRNA, STM14_RS21725, STM14_4968
STM14_RS21730, tRNA, STM14_RS21730, STM14_4969
STM14_RS21735, rRNA, STM14_RS21735, STM14_4971
rrf, rRNA, STM14_RS21740, STM14_4972
murB, protein_coding, STM14_RS21745, STM14_4973
birA, protein_coding, STM14_RS21750, STM14_4974
coaA, protein_coding, STM14_RS21755, STM14_4975
STM14_RS21760, protein_coding, STM14_RS21760, STM14_4977
STM14_RS21765, tRNA, STM14_RS21765, STM14_4978
STM14_RS21770, tRNA, STM14_RS21770, STM14_4979
STM14_RS21775, tRNA, STM14_RS21775, STM14_4980
STM14_RS21780, tRNA, STM14_RS21780, STM14_4981
tuf, protein_coding, STM14_RS21785, STM14_4982
secE, protein_coding, STM14_RS21790, STM14_4984
nusG, protein_coding, STM14_RS21795, STM14_4985
rplK, protein_coding, STM14_RS21800, STM14_4986
rplA, protein_coding, STM14_RS21805, STM14_4987
rplJ, protein_coding, STM14_RS21810, STM14_4988
rplL, protein_coding, STM14_RS21815, STM14_4989
rpoB, protein_coding, STM14_RS21820, STM14_4990
rpoC, protein_coding, STM14_RS21825, STM14_4991
STM14_RS21830, protein_coding, STM14_RS21830, STM14_4992
STM14_RS21835, protein_coding, STM14_RS21835, STM14_4993
STM14_RS21840, protein_coding, STM14_RS21840, STM14_4996
STM14_RS21845, protein_coding, STM14_RS21845, STM14_4999
thiH, protein_coding, STM14_RS21850, STM14_5000
thiG, protein_coding, STM14_RS21855, STM14_5001
thiS, protein_coding, STM14_RS21860, STM14_5002
STM14_RS21865, protein_coding, STM14_RS21865, STM14_5003
thiE, protein_coding, STM14_RS21870, STM14_5004
thiC, protein_coding, STM14_RS21875, STM14_5005
rsd, protein_coding, STM14_RS21880, STM14_5006
nudC, protein_coding, STM14_RS21885, STM14_5007
hemE, protein_coding, STM14_RS21890, STM14_5008
nfi, protein_coding, STM14_RS21895, STM14_5009
STM14_RS21900, protein_coding, STM14_RS21900, STM14_5010
hupA, protein_coding, STM14_RS21905, STM14_5011
STM14_RS21910, protein_coding, STM14_RS21910, STM14_5012
zraP, protein_coding, STM14_RS21915, STM14_5013
zraS, protein_coding, STM14_RS21920, STM14_5014
zraR, protein_coding, STM14_RS21925, STM14_5015
purD, protein_coding, STM14_RS21930, STM14_5016
purH, protein_coding, STM14_RS21935, STM14_5017
STM14_RS21940, rRNA, STM14_RS21940, STM14_5021
STM14_RS21945, tRNA, STM14_RS21945, STM14_5022
STM14_RS21950, rRNA, STM14_RS21950, STM14_5023
rrf, rRNA, STM14_RS21955, STM14_5024
STM14_RS21965, protein_coding, STM14_RS21965, STM14_5027
metA, protein_coding, STM14_RS21970, STM14_5028
aceB, protein_coding, STM14_RS21975, STM14_5029
aceA, protein_coding, STM14_RS21980, STM14_5030
aceK, protein_coding, STM14_RS21985, STM14_5032
STM14_RS21990, protein_coding, STM14_RS21990, STM14_5033
iclR, protein_coding, STM14_RS21995, STM14_5034
metH, protein_coding, STM14_RS22000, STM14_5035
STM14_RS22005, protein_coding, STM14_RS22005, STM14_5036
pepE, protein_coding, STM14_RS22010, STM14_5037
STM14_RS22015, protein_coding, STM14_RS22015, STM14_5038
STM14_RS22020, protein_coding, STM14_RS22020, STM14_5039
rluF, protein_coding, STM14_RS22025, STM14_5040
STM14_RS22030, protein_coding, STM14_RS22030, STM14_5041
panS, pseudogene, STM14_RS22035, STM14_5043
STM14_RS22040, protein_coding, STM14_RS22040, STM14_5045
STM14_RS22045, protein_coding, STM14_RS22045, STM14_5046
STM14_RS22050, protein_coding, STM14_RS22050, STM14_5047
STM14_RS22055, protein_coding, STM14_RS22055, STM14_5048
STM14_RS22060, protein_coding, STM14_RS22060, STM14_5049
STM14_RS22065, protein_coding, STM14_RS22065, STM14_5050
STM14_RS22070, protein_coding, STM14_RS22070, STM14_5051
STM14_RS22075, protein_coding, STM14_RS22075, STM14_5052
STM14_RS22080, protein_coding, STM14_RS22080, STM14_5054
STM14_RS22085, protein_coding, STM14_RS22085, STM14_5055
STM14_RS22090, protein_coding, STM14_RS22090, STM14_5056
STM14_RS22095, protein_coding, STM14_RS22095, STM14_5058
